clinic_name|clinic_link|category_name|service_name|service_price_min|service_link
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Общие услуги|Радиовизиография|400|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Общие услуги|Сбор анамнеза и жалоб при патологии полости рта|10|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Общие услуги|Составление плана лечения|1500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Восстановление зуба виниром E-MAX Real-ниры|24000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Восстановление зуба вкладками, виниром, полукоронкой|6500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Восстановление зуба коронкой|10900|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Восстановление зуба коронкой с использованием композитной культевой вкладки на анкерном штифте|7000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Восстановление зуба на цельнолитой металлической коронке (технический сплав Германия)|7500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Восстановление зуба штифтовым зубом на металлкерамическом протезе|10900|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Восстановление целостности зубного ряда несъемными мостовидными протезами металлокерамика|10900|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Изготовление полного съемного пластинчатого протеза (термопластический)|39000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Изготовление частичного съемного протеза (термопластический)|48000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Исследование на диагностических моделях челюстей|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Коррекция съемной ортопедической конструкции|800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Определение вида смыкания зубных рядов с помощью лицевой дуги|7000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Повторная фиксация на постоянный цемент несъемных ортопедических конструкций|800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Протезирование зуба с использованием имплантата на металлокерамическом протезе (протетика OSSTEM)|24000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Протезирование зубов полными съемными пластиночными протезами|14000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Протезирование частичными съемными пластиночными протезами|20000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Снятие несъемной ортопедической конструкции (пластмассовая, штампованная)|1200|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Снятие оттиска с одной челюсти|1250|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Снятие оттиска с одной челюсти со слепочными трансферами|2500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Трепанация зуба, искусственной коронки|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Удаление внутриканального штифта/ вкладки/коронки|2500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Ортопедия|Фиксация внутриканального штифта/ вкладки/коронки|1500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Пародонтология|Введение лекарственных препаратов в пародонтальный карман|150|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Пародонтология|Наложение наддесневой повязки|600|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Пародонтология|Определение пародонтальных индексов|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Пародонтология|Профессиональная гигиена полости рта и зубов с аппаратом VECTOR -Верхняя и нижняя челюсть|7000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Пародонтология|Профессиональная гигиена полости рта и зубов с аппаратом VECTOR (ОДИН ЗУБ)|1000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Восковое моделирование челюстей WAX-UP|7500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Восстановление зуба коронкой с использованием цельнолитой культевой вкладки (цельнокерамическая коронка)|24000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Восстановление зуба цельнокерамической коронкой|24000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Восстановление зуба штифтовым зубом на цельнокерамическом протезе|21000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Восстановление целостности зубного ряда несъемными мостовидными протезами цельнокерамические|24000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Восстановление целостности зубного ряда несъемными протезами (металлокерамика SHOFU, Япония)|12500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Изготовление индивидуальной ложки|3000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Изготовление съемного, условно-съемного протеза (термопластический)|60000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Металлическая балка|30000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Перебазировка съемного пластинчатого протеза из термопластичного материала|14000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|10|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Прием (осмотр, консультация) врача-стоматолога-ортопеда повторный|10|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Протезирование зуба с использованием имплантата на металлокерамическом протезе (протетика STRAUMANN)|30000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Протезирование зуба с использованием имплантата на цельнокерамическом протезе (протетика BIO HORIZONT)|42000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Протезирование зуба с использованием имплантата на цельнокерамическом протезе (протетика OSSTEM)|34000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Протезирование зуба с использованием имплантата на цельнокерамическом протезе (протетика STRAUMANN)|42000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Протетика на MULTI-UNIT (Корея)|6500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Снятие несъемной ортопедической конструкции (металлокерамическая, цельнокерамическая, цельнолитая)|3500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Снятие несъемной ортопедической конструкции (металлокерамическая,цельнолитая)|3500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Снятие оттиска с одной челюсти А-силиконом|3200|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Снятие оттиска с одной челюсти С-силиконом|2000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный|Фиксация ортопедической конструкции на композитный цемент|2500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Глубокая минерализация эмали зуба-Верхняя и нижняя челюсть|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Определение индексов гигиены полости рта-Верхняя и нижняя челюсть|300|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Покрытие десенсетайзером|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Профессиональная гигиена полости рта и зубов(УЗ-скайлинг, AIR-FLOW(Prophy-Mate NSK (Japan), Detartrine (France)-паста) -Верхняя и нижняя челюсть|4000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Профессиональное отбеливание зубов|11000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Удаление наддесневых и поддесневых зубных отложений-1 зуб|300|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Ультразвуковая обработка пародонтального кармана в области зуба|300|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Профилактика заболеваний полости рта|Ультразвуковое удаление наддесневых и поддесневых зубных отложений в области зуба|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Стоматологические принадлежности|Зубная щетка Curaprox (1 шт.)|300|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Стоматологические принадлежности|Зубная щетка Curaprox (набор: 3 шт.)|700|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Стоматологические принадлежности|Монопучковая зубная щетка Curaprox (1 шт.)|270|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Стоматологические принадлежности|Ортодонтический дорожный набор|550|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Стоматологические принадлежности|Стоматологические/ортодонтические ершики (набор 6 шт.)|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Стоматологические принадлежности|Таблетки для определения налета (10 шт.)|250|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой|4000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров|4800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой IV класс по Блэку (апроксимально-дистальной поверхности) с использованием материалов из фотополимеров|6000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой IV класс по Блэку (апроксимально-медиальной поверхности) с использованием материалов из фотополимеров|6000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой I класс по Блэку с использованием материалов из фотополимеров|4800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой V класс по Блэку с использованием материалов из фотополимеров|4800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку (апроксимально-дистальной поверхности) с использованием материалов из фотополимеров|4800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку (апроксимально-медиальной поверхности) с использованием материалов из фотополимеров|4800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Коррекция, избирательное полирование зуба|600|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Лечение кариеса|4800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Наложение временной пломбы|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Снятие скайса.|2500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Терапия|Удаление внутриканального штифта/вкалдки|4000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Вскрытие и дренирование одонтогенного абсцесса|1800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Вскрытие и дренирование очага воспаления мягких тканей лица или дна полости рта|1500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Вскрытие подслизистого или поднадкостничного очага воспаления в полости рта|1800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Закрытие перфорации стенки корневого канала зуба|4000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Коронарно-радикулярная сепарация|4500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Медикаментозная обработка лунки, введение лекарственных препаратов|1000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Наложение или снятие шва на слизистую оболочку рта|800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Операция по остеоденсификации DENSAH BUR|18000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Операция удаления ретенированного, дистопированного или сверхкомплектного зуба|7000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Остановка луночкого кровотечения без наложения швов|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Остановка луночкого кровотечения без наложения швов методом тампонады|500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Остановка луночного кровотечения без наложения швов с использованием гемостатических материалов|1000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Отсроченный кюретаж лунки удаленного зуба|1800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Прием (осмотр, консультация) врача -стоматолога-хирурга первичный|10|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Прием (осмотр, консультация) врача-стоматолога-хирурга повторный|10|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Удаление ретенированного зуба внутрикостного положения|9000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Хирургия|Цистотомия или цистэктомия|4500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Внутриканальное отбеливание зубов OPALESCENCE эндо отбеливание 1 канал 1 посещение|3000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Восстановление зуба пломбировочными материалами с использованием анкерных штифтов|7500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Восстановление зуба пломбировочными материалами с использованием стекловолоконных штифтов|7500|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Временное пломбирование лекарственным препаратом корневого канала|1300|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Инструментальная и медикаментозная обработка корневого канала|2800|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Инструментальная и медикаментозная обработка плохо проходимого корневого канала|4000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Инструментальная и медикаментозная обработка хорошо проходимого корневого канала|3000|None
Стоматология «Realdent»|https://prodoctorov.ru/novosibirsk/lpu/28926-realdent/|Эндодонтия|Наложение девитализирующей пасты|500|None
