clinic_name|clinic_link|category_name|service_name|service_price_min|service_link
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Дублирование записи данных КТ исследования на CD|350|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|КТ челюстно-лицевой области (верхней и нижней челюстей с записью результатов исследования на CD)|1950|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Лазерная физиотерапия челюстно-лицевой области|220|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Оказание помощи пациенту с острой болью (без стоимости анестезии)|2800|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Описание КТ исследования врачом-рентгенологом|1000|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Ортопантомография|750|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Осмотр полости рта с помощью дополнительных инструментов (Наложение Optra Gate)|550|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Осмотр полости рта с помощью дополнительных инструментов (Наложение коффердама)|550|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Осмотр полости рта с помощью дополнительных инструментов (Применение Dry tips (1 шт.)|200|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Осмотр полости рта с помощью дополнительных инструментов (Фиксация ретракционной нити)|200|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Оформление справки о санации полости рта врачом - стоматологом|700|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Повторная консультация врача - стоматолога|300|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Прием (осмотр, консультация) врача - стоматолога|600|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Прием (осмотр,консультация) врача-стоматолога комплексный|1200|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Профессиональное отбеливание зубов (Эндокоронковое отбеливание (1 ед.)|1500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Радиовизиография челюстно-лицевой области|420|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Снятие оттиска с одной челюсти (Изготовление силиконового ключа)|700|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Фиксация скайса (1 шт.)|2000|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|02 - Общие манипуляции|Фрагментарная дентальная 3Д КТ|750|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление депульпированного зуба жевательной группы(1/2)композитным светоотверждаемым матер-лом без учета штифта,анестезии)|4840|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление депульпированного зуба жевательной группы(3/4)композитным светоотверждаемым матер-лом без учета штифта,анестезии)|5300|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление депульпированного зуба фронтальной группы(1/2)композитным светоотверждаемым матер-лом без учета штифта,анестезии)|4250|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление депульпированного зуба фронтальной группы(3/4)композитным светоотверждаемым матер-лом без учета штифта,анестезии)|4840|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление зуба пломбой (Лечение кариеса дентина фронтальной группы зубов (1/2) с постановкой пломбы светового отверждения без учета анестезии)|5600|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление окклюзиционной поверхности зуба патологической стираемости композитом светового отверждения)|5300|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление твердых тканей зуба временной пломбой с наложением девитализирующей пасты|610|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление целостности зубного ряда несъемными мостовидными протезами (Протезирование 1 отсутствующего зуба композитным материалом с помощью ленты Connect, Ribbond (восстановление без обточки)|8250|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Восстановление целостности зубного ряда несъемными мостовидными протезами (Протезирование 2 отсутствующих зубов композитным материалом с помощью ленты Connect, Ribbond (восстановление без обточки)|11560|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Временное пломбирование лекарственным препаратом корневого канала (Каласепт, Metopasta, Metapex)|610|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Временное пломбирование лекарственным препаратом корневого канала (Пульпосептин, Метрозоль, Глинозоль, Крезофен)|305|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Временное шинирование при заболеваниях пародонта (1 ед.)|1725|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Временное шинирование при заболеваниях пародонта (3 ед.)|4750|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Временное шинирование при заболеваниях пародонта (6 ед.)|9700|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Закрытие перфорации стенки корневого канала зуба (Pro Root)|3300|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Закрытие перфорации стенки корневого канала зуба (Применение материала Триоксидент, МТА (1 порция)|850|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Запечатывание фиссуры зуба герметиком без расшлифовки|1700|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Запечатывание фиссуры зуба герметиком с расшлифовкой|2050|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Избирательное полирование зуба (Полировка реставрации)|350|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Инструментальная и медикаментозная обработка корневого канала (машинные инструменты)|2270|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Инструментальная и медикаментозная обработка корневого канала (Повторная, на этапе лечения)|610|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Инструментальная и медикаментозная обработка корневого канала (ручные инструменты)|1660|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса дентина жевательной группы зубов (1/2) с постановкой пломбы светового отверждения без учета анестезии|5750|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса дентина жевательной группы зубов (1/4) с постановкой пломбы светового отверждения без учета анестезии|5450|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса дентина жевательной группы зубов (3/4) с постановкой пломбы светового отверждения без учета анестезии|6050|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса дентина жевательной группы зубов (полное восст.) с постановкой пломбы светового отверждения без учета анестезии|6500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса дентина фронтальной группы зубов (1/4) с постановкой пломбы светового отверждения без учета анестезии|4900|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса дентина фронтальной группы зубов (3/4) с постановкой пломбы светового отверждения без учета анестезии)|6050|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса дентина фронтальной группы зубов (полное восст.) с постановкой пломбы светового отверждения без учета анестезии)|6850|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса по 5 классу, клиновидного дефекта с постановкой пломбы светового отверждения без учета анестезии|5100|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение кариеса эмали с постановкой пломбы композитом светового отверждения без учета анестезии|4050|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Лечение неуточненного кариеса методом наложения лечебной прокладки с восстановлением зуба временной пломбой без учета анестезии)|2300|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение временной пломбы (Кависил)|320|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение временной пломбы (Септопак)|500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение временной пломбы (с наложением жидкости для распломбировки)|470|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение временной пломбы (с наложением обезболивающего препарата в полость зуба)|610|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение временной фотополимерной пломбы)|420|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение пломбы из стеклоиномерного цемента без восстановления контактного пункта (1, 5 класс)|1820|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение пломбы из стеклоиномерного цемента с восстановлением контактного пункта (2,3,4 класс)|2050|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение пломбы из химокомпозита без восстановления контактного пункта (1, 5 класс)|1660|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Наложение пломбы из химокомпозита с восстановлением контактного пункта (2,3,4 класс)|1965|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Пломбирование корневого канала зуба (вертикальная конденсация горячей гуттаперчи)|1820|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Пломбирование корневого канала зуба гуттаперчивыми штифтами методом (латеральной конденсации с использование силлера)|1280|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Пломбирование корневого канала зуба (методом Termofil с использованием силлера)|1500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Пломбирование корневого канала зуба пастой (Forfenan, Foredent)|305|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Полное восстановление депульпированного зуба жевательной группы композитным светоотверждаемым мат-ом без учета штифта,анестезии)|6200|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Полное восстановление депульпированного зуба фронтальной группы композитным светоотверждаемым мат-ом без учета штифта,анестезии)|6020|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Полное восстановление зуба с индивидуальными особенностями)|9650|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Распломбировка одного корневого канала ранее леченного пастой (Прохождение ранее леченного корневого канала)|760|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Снятие временной пломбы|170|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Трепанация зуба, искусственной коронки (Диагностическое препарирование зуба для определения возможности дальнейшего лечения (коронковая часть, корневая система)|1965|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Трепанация зуба, искусственной коронки (Снятие постоянной пломбы)|450|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Ультразвуковое расширение корневого канала зуба|305|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Фиксация внутриканального штифта/ вкладки (Функциональное восстановление с применением внутриканальных ретенционных конструкций)|7560|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|03 - Терапия|Фиксация внутриканального штифта/вкладки (Частичная распломбировка и медикаментозная обработка 1 корневого канала под штифт, под ортопедическую культевую вкладку)|490|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Аппликация лекарственного препарата на слизистую оболочку полости рта|360|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Аппликация лекарственного препарата на слизистую оболочку полости рта (Обработка слизистой полости рта антисептиком)|120|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Аппликация лекарственного препарата на слизистую оболочку полости рта (Септопак)|450|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Введение лекарственных препаратов в пародонтальный карман|350|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Введение лекарственных препаратов в пародонтальный карман (Медикаментозная обработка одного зубодесневого кармана)|150|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Воздействие лазерным низкоинтенсивным излучением на область десен|150|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Глубокое фторирование эмали зуба (Лечение гиперестезии эмали методом фторирования лечебными препаратами (1 зуб)|380|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Глубокое фторирование эмали зуба (Покрытие одного зуба фторсодержащим препаратом)|150|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Избирательное пришлифовывание твердых тканей зуба|150|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Инъекционное введение лекарственных препаратов в челюстно-лицевую область|830|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Покрытие одного зуба фторсодержащим препаратом твердых тканей зуба (фторлак, гель)|80|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Удаление наддесневых и поддесневых зубных отложений АIR-FLOW ( 1 единица)|150|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Удаление наддесневых и поддесневых зубных отложений - полировка пастой (1 единица)|75|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Ультразвуковая обработка пародонтального кармана в области зуба аппаратом Vector (1 ед.)|430|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Ультразвуковая обработка пародонтального кармана в области зуба аппаратом Vector, комплексная верхняя и нижняя челюсть (1 сеанс)|5500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|04 - Профилактика кариеса|Ультразвуковое удаление наддесневых и поддесневых зубных отложений в области зуба (1 единица УЗЧ, штрипсы)|180|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05.1 - Хирургия - Установка ортодонтического винта|Изготовление ортодонтического винта (1 единица, зарубеж)|10500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05.1 - Хирургия - Установка ортодонтического винта|Услуги по устрановки ортодонтического винта (1 единица)|3100|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Внутрикостное введение лекарственных препаратов (Альвостаза/неоконус/альвожил)|320|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Вскрытие и дренирование одонтогенного абсцесса|900|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Вскрытие подслизистого или поднадкостничного очага воспаления в полости рта (Переостеотомия)|1100|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Гингивопластика (иссечение гипертрофированного сосочка)|450|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Гингивотомия (Оголение коронки ретенированного зуба)|1200|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Коррекция объема и формы альвеолярного отростка|645|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Коррекция объема и формы альвеолярного отростка (Введение Коллапан-Л, Коллапан-М (1 порция)|800|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Коррекция объема и формы альвеолярного отростка (Внутрикостное введение остеопластического материала Easy-graft 150)|6980|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Лечение перикоронита (промывание, рассечение и/или иссечение капюшона)|1600|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Наложение шва на слизистую оболочку рта|520|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Остановка луночного кровотечения без наложения швов|320|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Остановка луночного кровотечения без наложения швов с использованием гемостатических материалов|760|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Паталого-анатомическое исследование биопсийного (операционного) материала тканей полости рта|3600|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Плазмолифтинг (1 пробирка)|3250|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Пластика перфорации верхнечелюстной пазухи (лоскутная)|8100|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление временного зуба|1800|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление временного зуба (подвижного)|1250|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление зуба (18/28/38/48)|3300|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление зуба (Кюретаж лунки)|500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление зуба (непрорезовавшегося, дистопированного или сверхкомплектного, ретенированного)|7000|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление зуба (Удаление сложное с применением костно-заменяющего материала, ушивание лунки)|9325|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление зуба (фрагмента коронковой части зуба)|850|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление новообразования мягких тканей (слизистой полости рта)|3500|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление постоянного зуба (простое (1 ед.)|2800|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Удаление постоянного зуба (сложное (1 ед.)|3400|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|05 - Хирургия|Цистотомия или цистэктомия (Резекция верхушки корня зуба)|7200|None
Стоматология «Dent Help» (ранее «Help»)|https://prodoctorov.ru/tomsk/lpu/31630-help/|06.0 - Имплантология - Внутрикостная дентальная имплантация|Внутрикостная дентальная имплантация (без учета стоимости импланта)|18000|None
